agency_cd	site_no	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_	alt_va	alt_acy_va	alt_datum_cd	well_depth_va	gw_begin_date	gw_end_date	gw_count_nu	d_top_2
USGS	371958099190101	37.332800790000000	-99.317335999999997	T	NAD83	2170.00	1	NGVD29	96.0	1940-10-15	1995-12-12	145	0.958862304687500
USGS	372002120261001	37.333829299999998	-120.437133200000005	S	NAD83	185.00	2.5	NGVD29	66.0	1943-07-01	1990-07-24	70	0.099998496472836
USGS	372003098594401	37.334190000000000	-98.995936900000004	S	NAD83	1745.00	10	NGVD29	96.5	1940-10-17	1983-12-12	126	0.592895507812500
USGS	372016101201201	37.337801180000000	-101.337105199999996	T	NAD83	3096.00	1	NGVD29	440	1956-05-07	2015-01-05	146	11.370360374450684
USGS	372020120383501	37.338828599999999	-120.644084899999996	S	NAD83	145.00	2.5	NGVD29	nodata	1975-02-06	1994-08-26	86	0.099998496472836
USGS	372026095060702	37.340614090000003	-95.102190699999994	T	NAD83	836.10	.1	NGVD29	nodata	1967-08-11	1996-09-06	113	0.100006103515625
USGS	372031077200001	37.342092979999997	-77.333035199999998	S	NAD83	70	5	NGVD29	16.77	1995-08-02	2020-09-14	105	7.396422863006592
USGS	372031077200003	37.342092979999997	-77.333035199999998	S	NAD83	71.42	.01	NGVD29	64.79	1995-08-02	2020-09-14	106	7.396422863006592
USGS	372043101572701	37.345297840000001	-101.957950199999999	T	NAD83	3576.00	1.	NGVD29	85.6	1939-07-08	1998-01-08	242	12.250610351562500
USGS	372106105241701	37.351732900000002	-105.405733999999995	F	NAD83	7990	2	NGVD29	414	1980-05-14	2020-05-26	201	0.100097700953484
USGS	372128120322001	37.357717399999999	-120.539915300000004	S	NAD83	171.00	2.5	NGVD29	120	1974-05-17	1990-07-27	64	0.099998496472836
USGS	372130122042301	37.358274600000001	-122.074128400000006	S	NAD83	189.00	005	NGVD29	640	1969-02-01	1984-01-01	74	0.099998496472836
USGS	372145076493201	37.362646599999998	-76.825239300000007	S	NAD83	84.00	5	NGVD29	695.00	1988-05-06	2020-05-27	157	18.838190078735352
USGS	372154105555401	37.370006560000000	-105.931689500000005	T	NAD83	7558.00	.5	NGVD29	10.0	1949-04-21	1997-03-20	156	0.222656294703484
USGS	372159100432201	37.366410879999997	-100.723212599999997	T	NAD83	2829.00	1.	NGVD29	400	1962-06-01	1995-09-20	102	14.929630279541016
USGS	372200105254001	37.366482380000001	-105.428956299999996	F	NAD83	7914	2	NGVD29	440	1991-05-03	2020-05-26	197	0.143554702401161
USGS	372201120295001	37.366883989999998	-120.498247500000005	S	NAD83	180.00	2.5	NGVD29	184	1971-05-04	1990-07-26	63	0.099998496472836
USGS	372215105440101	37.370833300000001	-105.733611100000005	F	NAD83	7550	5	NGVD29	nodata	1999-10-27	2020-11-12	171	0.361572295427322
USGS	372226105262801	37.374009880000003	-105.442317399999993	F	NAD83	7857	2	NGVD29	180	1991-03-31	2020-05-26	180	0.176513701677322
USGS	372227101121501	37.374190440000000	-101.204607600000003	T	NAD83	3019.00	1	NGVD29	410	1958-12-03	2015-01-05	141	12.044309616088867
USGS	372227105284201	37.374176300000002	-105.478901199999996	F	NAD83	7790	10	NGVD29	130	1991-05-03	2003-01-31	65	0.242431595921516
USGS	372232105435001	37.386146660000001	-105.725045699999995	F	NAD83	7561	20	NGVD29	165	1968-01-16	2020-05-26	170	0.457275390625000
USGS	372240100572101	37.377801880000000	-100.956276200000005	T	NAD83	2948.00	1	NGVD29	347	1958-12-01	2015-01-05	62	11.197569847106934
USGS	372245105354801	37.379814279999998	-105.597653699999995	F	NAD83	7637	2	NGVD29	207	1991-10-09	2020-05-26	184	0.410644501447678
USGS	372307100171401	37.385301400000003	-100.287644099999994	T	NAD83	2475.00	.1	NGVD29	nodata	1953-06-16	2002-01-07	176	11.162289619445801
USGS	372314076480401	37.387090700000002	-76.801349799999997	S	NAD83	105.00	5	NGVD29	645	1979-03-07	2020-07-29	212	20.351219177246094
USGS	372314076480402	37.387090700000002	-76.801349799999997	F	NAD83	95.00	5.0	NGVD29	30.0	1979-08-07	2020-07-29	170	20.351219177246094
USGS	372315076415001	37.387644999999999	-76.696901699999998	S	NAD83	93.00	5	NGVD29	123	1978-09-21	2019-09-17	203	5.926723957061768
USGS	372317105262801	37.388037290000000	-105.442122800000007	F	NAD83	7835	2	NGVD29	152	1980-05-14	2020-05-26	204	0.230224594473839
USGS	372317105361801	37.387675100000003	-105.606376100000006	F	NAD83	7672	2	NGVD29	452	1991-10-09	2020-05-26	197	0.460693389177322
USGS	372318118241101	37.388262740000002	-118.403999999999996	S	NAD83	4157.20	10	NGVD29	630	1929-01-15	1985-04-27	983	0.099975600838661
USGS	372319105250501	37.388620779999997	-105.418622499999998	F	NAD83	7896.00	5.	NGVD29	154	1968-01-16	2020-11-04	467	0.168212905526161
USGS	372323120323401	37.389661060000002	-120.543805000000006	S	NAD83	195.00	2.5	NGVD29	312	1969-01-23	1994-08-26	72	0.099998496472836
USGS	372326107491501	37.390562500000001	-105.821409000000003	F	NAD83	7525.00	5.	NGVD29	30.0	1976-04-15	2020-11-04	526	0.426025390625000
USGS	372331076312602	37.392085750000000	-76.523561799999996	F	NAD83	75.00	5.0	NGVD29	1300.00	1982-08-24	2020-07-08	176	8.745794296264648
USGS	372331076312603	37.392085750000000	-76.523561799999996	F	NAD83	75.00	5.0	NGVD29	960	1985-06-11	2020-07-08	169	8.745794296264648
USGS	372331076312604	37.392085750000000	-76.523561799999996	F	NAD83	75.00	5.0	NGVD29	40.0	1985-06-11	2020-07-08	168	8.745794296264648
USGS	372337105291501	37.393592380000001	-105.488540000000000	F	NAD83	7764	2	NGVD29	79	1991-05-03	2020-05-26	190	0.370117187500000
USGS	372349121564701	37.396884700000001	-121.947457999999997	S	NAD83	21.00	001	NGVD29	425	1958-09-10	1989-04-11	523	0.099999897181988
USGS	372357101171501	37.399189999999997	-101.287941500000002	T	NAD83	3064.00	1.	NGVD29	370	1960-01-04	2015-02-13	132	11.368530273437500
USGS	372400105323402	37.417119200000002	-105.536818800000006	F	NAD83	7719	2	NGVD29	170	1968-01-16	2020-05-26	205	0.648437500000000
USGS	372403106000901	37.400838669999999	-106.003080100000005	S	NAD83	7587	005	NGVD29	750	1998-08-24	2020-11-12	149	0.105468802154064
USGS	372403106000902	37.400838669999999	-106.003080100000005	S	NAD83	7587	005	NGVD29	490	1998-05-27	2020-11-12	119	0.105468802154064
USGS	372403106022401	37.400560880000000	-106.040581200000005	T	NAD83	7615.00	5.	NGVD29	27.0	1974-09-05	2020-11-03	530	0.100097700953484
USGS	372405100515601	37.401412389999997	-100.865995600000005	T	NAD83	2906.00	1.	NGVD29	380	1958-10-02	2001-01-06	96	14.053279876708984
USGS	372405102005301	37.401407370000001	-102.015174900000005	T	NAD83	3622.00	1.	NGVD29	103	1958-12-04	1994-01-04	122	10.527469635009766
USGS	372407120345701	37.401882800000003	-120.583528799999996	S	NAD83	199.00	2.5	NGVD29	236	1971-04-21	1990-07-25	71	0.099998496472836
USGS	372415105293901	37.417452849999997	-105.488567700000004	F	NAD83	7765	20	NGVD29	nodata	1967-03-31	2015-09-22	210	0.487060487270355
USGS	372428076561501	37.407924299999998	-76.937187499999993	S	NAD83	10.00	5	NGVD29	626	1955-03-15	2020-01-06	701	16.705629348754883
USGS	372452100153801	37.414467879999997	-100.260976600000006	T	NAD83	2511.00	5	NGVD29	20.5	1954-04-01	1985-01-15	291	11.556030273437500
USGS	372453105553901	37.414727800000001	-105.928078400000004	F	NAD83	7549.00	2.5	NGVD29	10.2	1977-08-02	2020-11-03	501	0.346923798322678
USGS	372454100361701	37.415023150000003	-100.605153999999999	T	NAD83	2803.00	1.	NGVD29	450	1959-01-06	2015-01-05	119	14.131469726562500
USGS	372454105255601	37.414897779999997	-105.433205700000002	F	NAD83	7861	2	NGVD29	150	1991-05-03	2020-06-03	183	0.264648407697678
USGS	372456105553901	37.415561099999998	-105.928078400000004	F	NAD83	7554.00	5.	NGVD29	7.0	1974-09-05	1981-05-01	75	0.346923798322678
USGS	372500105490001	37.416673000000003	-105.817242399999998	T	NAD83	7525.00	.5	NGVD29	10.0	1949-04-01	1966-05-11	117	0.603515625000000
USGS	372501105320901	37.417341440000001	-105.536679899999996	F	NAD83	7727	2	NGVD29	165	1991-05-03	2020-05-26	203	0.648437500000000
USGS	372504101384901	37.417798679999997	-101.647389300000000	T	NAD83	3237.00	1	NGVD29	295	1959-08-25	1998-01-07	98	12.896730422973633
USGS	372506076511701	37.414312870000003	-76.858851799999997	F	NAD83	103.00	5.0	NGVD29	929	1985-04-09	2020-07-29	324	15.455809593200684
USGS	372506076511702	37.414312870000003	-76.858851799999997	F	NAD83	103.00	5.0	NGVD29	581	1985-04-10	2020-07-29	240	15.455809593200684
USGS	372506076511703	37.414312870000003	-76.858851799999997	F	NAD83	103.00	5.	NGVD29	401	1985-04-10	2020-07-29	392	15.455809593200684
USGS	372506076511704	37.414312870000003	-76.858851799999997	F	NAD83	103.00	5.0	NGVD29	321	1985-04-11	2020-07-29	323	15.455809593200684
USGS	372506076511705	37.414312870000003	-76.858851799999997	F	NAD83	103.00	5.0	NGVD29	235	1985-04-11	2020-07-29	349	15.455809593200684
USGS	372506076511706	37.414312870000003	-76.858851799999997	F	NAD83	103.00	5.0	NGVD29	60.0	1985-04-11	2020-07-29	349	15.455809593200684
USGS	372506106004201	37.418338300000002	-106.012247099999996	S	NAD83	7585	005	NGVD29	1250	1998-10-29	2020-11-12	124	0.100097700953484
USGS	372515101235101	37.420855889999999	-101.397942499999999	T	NAD83	3125.00	1.	NGVD29	335	1941-08-08	1994-09-19	138	11.331669807434082
USGS	372519077264605	37.422092640000002	-77.445817079999998	S	NAD83	102.70	0.1	NGVD29	96.00	1985-05-22	2020-11-04	219	2.416260004043579
USGS	372519077264701	37.422092650000003	-77.446094900000006	S	NAD83	103.00	0.1	NGVD29	53.0	1985-03-11	2011-01-06	199	2.416260004043579
USGS	372519077264702	37.422092650000003	-77.446094900000006	S	NAD83	102.80	0.1	NGVD29	38.0	1985-03-11	1995-10-16	110	2.416260004043579
USGS	372519077264703	37.422092650000003	-77.446094900000006	S	NAD83	102.52	0.1	NGVD29	26.0	1985-03-11	1995-10-16	106	2.416260004043579
USGS	372519077264704	37.422092650000003	-77.446094900000006	S	NAD83	102.88	0.1	NGVD29	4.7	1985-03-11	2011-01-06	196	2.416260004043579
USGS	372524106001601	37.429671380000002	-106.002552399999999	S	NAD83	7580.00	2	NGVD29	9.0	1949-04-22	2020-01-31	170	0.128906294703484
USGS	372527118204601	37.424095600000001	-118.347053399999993	S	NAD83	4126.00	5	NGVD29	113	1928-11-09	1985-04-27	2436	0.099975600838661
USGS	372531121082601	37.425212170000002	-121.141599799999995	S	NAD83	206.00	5.	NGVD29	1094	1959-03-25	2004-03-16	88	0.099998496472836
USGS	372537105523001	37.426950099999999	-105.875577100000001	T	NAD83	7530.00	10	NGVD29	25.9	1978-04-28	2020-11-03	472	0.586669921875000
USGS	372538077221501	37.427369900000002	-77.370536299999998	S	NAD83	135	5	NGVD29	34.25	1995-11-06	2020-07-06	104	3.304687976837158
USGS	372538077221502	37.427369900000002	-77.370536299999998	S	NAD83	134.98	.01	NGVD29	78.90	1995-11-06	2020-07-06	104	3.304687976837158
USGS	372539100142501	37.427523299999997	-100.240698199999997	T	NAD83	2531.00	1	NGVD29	210	1939-08-31	2012-01-06	1328	11.864199638366699
USGS	372545076240101	37.429304449999997	-76.399945799999998	S	NAD83	3.00	2.5	NGVD29	568	1950-01-01	2020-11-05	121	4.390183925628662
USGS	372546076532901	37.429590589999997	-76.891075000000001	S	NAD83	28.00	5.0	NGVD29	735.00	1988-05-06	2020-07-30	159	18.039209365844727
USGS	372547105282101	37.429813750000001	-105.473456200000001	F	NAD83	7810	20	NGVD29	278	1991-08-01	2020-05-26	179	0.468750000000000
USGS	372549105434401	37.430284399999998	-105.729462499999997	T	NAD83	7558.00	2.5	NGVD29	47.4	1982-01-22	2020-11-04	405	0.702148377895355
USGS	372550105455001	37.430561969999999	-105.764463399999997	T	NAD83	7520.00	1	NGVD29	2062	1969-01-20	2020-11-18	284	0.686035215854645
USGS	372553121102501	37.431611099999998	-121.099472199999994	1	NAD83	113	2.5	NGVD29	430	2010-05-19	2020-08-20	116	0.099998496472836
USGS	372553121102502	37.431611099999998	-121.099472199999994	1	NAD83	113	2.5	NGVD29	255	2010-05-20	2020-08-20	115	0.099998496472836
USGS	372553121102503	37.431611099999998	-121.099472199999994	1	NAD83	113	2.5	NGVD29	115	2010-05-19	2020-08-20	115	0.099998496472836
USGS	372600105530001	37.433338800000001	-105.883910700000001	T	NAD83	7536.00	.5	NGVD29	8.0	1949-04-01	1966-05-11	121	0.591064512729645
USGS	372610105345501	37.436118460000003	-105.582514300000000	F	NAD83	7670.00	1	NGVD29	193	1967-09-01	2020-11-04	369	0.762451171875000
USGS	372621076404201	37.439310570000004	-76.678012300000006	S	NAD83	6.00	5	NGVD29	910.00	1994-03-10	2020-12-07	109	10.545069694519043
USGS	372621076404202	37.439310570000004	-76.678012300000006	S	NAD83	6.00	5	NGVD29	480.00	1994-03-11	2020-12-07	110	10.545069694519043
USGS	372621076404203	37.439310570000004	-76.678012300000006	S	NAD83	6.00	5	NGVD29	370.00	1994-03-18	2020-12-07	110	10.545069694519043
USGS	372639114520901	37.444129799999999	-114.870006799999999	T	NAD83	4710.	10	NGVD29	1195.	1980-05-10	2020-12-14	167	1.753173947334290
USGS	372640122084901	37.444383389999999	-122.148019599999998	S	NAD83	31.40	20	NGVD29	600	1963-10-01	1983-09-01	91	0.100000396370888
USGS	372641076235301	37.444641670000003	-76.398099999999999	H	NAD83	15.53	.01	NAVD88	1917.5	2001-07-10	2020-07-08	90	4.312057971954346
USGS	372641076235303	37.444683300000001	-76.397955600000003	H	NAD83	15.47	.01	NAVD88	777	2001-06-25	2020-07-08	93	4.312057971954346
USGS	372641076235304	37.444727780000001	-76.397861100000000	H	NAD83	15.28	.01	NAVD88	117.52	2001-04-26	2020-07-08	93	4.312057971954346
USGS	372641076235305	37.444730560000004	-76.397902779999995	H	NAD83	15.25	.01	NAVD88	28.34	2001-06-20	2020-07-08	92	4.312057971954346
USGS	372648105321501	37.446673990000001	-105.538068699999997	F	NAD83	7723.00	5.	NGVD29	19.0	1975-11-05	1990-07-31	168	0.796630918979645
USGS	372659097491801	37.449740759999997	-97.821998199999996	T	NAD83	1484.00	1.	NGVD29	63.0	1955-09-29	2011-12-29	103	18.632450103759766
USGS	372705075555901	37.451801500000002	-75.932710299999997	T	NAD83	17.00	2.5	NGVD29	235.00	1977-09-20	2020-10-27	220	0.099999897181988
USGS	372705075555902	37.451523700000003	-75.932710299999997	S	NAD83	17.00	2.5	NGVD29	132.00	1977-09-24	2020-10-27	231	0.099999897181988
USGS	372705075555903	37.451523700000003	-75.932710299999997	S	NAD83	17.00	2.5	NGVD29	37.00	1977-09-28	2020-10-27	236	0.099999897181988
USGS	372706122254301	37.451607680000002	-122.429697500000003	S	NAD83	92.2	10	NGVD29	96	1953-04-07	1983-10-13	139	0.100000396370888
USGS	372715105590901	37.459090670000002	-105.484067300000007	S	NAD83	7572.00	2	NGVD29	24.0	1966-12-05	2020-01-31	75	0.669189512729645
USGS	372733100474901	37.459190599999999	-100.797382799999994	T	NAD83	2885.00	1.	NGVD29	413	1961-09-01	1990-04-06	82	14.962829589843750
USGS	372735105424201	37.459728200000001	-105.712239900000000	F	NAD83	7557.40	0.1	NGVD29	39.0	1980-09-03	2012-02-02	422	0.892333984375000
USGS	372746100103701	37.462800500000000	-100.177362799999997	T	NAD83	2525.00	.1	NGVD29	228	1939-07-17	2009-01-08	76	10.415470123291016
USGS	372758099520401	37.466133159999998	-99.868186399999999	T	NAD83	2556.70	.1	NGVD29	160	1939-06-28	1995-12-12	125	6.609862804412842
USGS	372759101210001	37.466411489999999	-101.350444699999997	T	NAD83	3108.00	1.	NGVD29	558	1959-10-23	1998-01-08	65	10.838319778442383
USGS	372805106085001	37.468059799999999	-106.147806799999998	T	NAD83	7650.00	5	NGVD29	632	1969-01-22	2020-11-06	327	0.100097700953484
USGS	372810113125401	37.470813489999998	-113.230783200000005	F	NAD83	5150.00	20	NGVD29	290	1969-11-01	1986-02-25	830	0.773559570312500
USGS	372819105305501	37.472145650000002	-105.516040200000006	F	NAD83	7840	2	NGVD29	135	1991-05-03	2020-05-26	204	0.787109375000000
USGS	372821101174501	37.472523050000000	-101.296278599999994	T	NAD83	3069.50	.1	NGVD29	400	1963-11-06	1969-07-11	84	10.317259788513184
USGS	372825101041201	37.473635469999998	-101.070445599999999	T	NAD83	3006.00	1	NGVD29	410	1957-02-15	2015-01-06	96	10.975830078125000
USGS	372826101125501	37.473912499999997	-101.215723299999993	T	NAD83	2973.00	1.	NGVD29	400	1963-09-01	2015-01-06	209	10.545960426330566
USGS	372829105433001	37.474727790000003	-105.725573600000004	F	NAD83	7544.20	0.1	NGVD29	109	1979-07-24	2005-10-21	374	0.907958984375000
USGS	372832101210801	37.475578079999998	-101.352667400000001	T	NAD83	3089.00	1.	NGVD29	400	1963-11-06	1976-06-08	118	10.894350051879883
USGS	372832101265901	37.475577199999996	-101.450166899999999	T	NAD83	3124.00	1	NGVD29	400	1958-01-29	1998-01-08	199	11.731380462646484
USGS	372835105430001	37.487783090000001	-105.712795499999999	F	NAD83	7544.00	15	NGVD29	11.0	1967-10-03	1979-07-02	65	0.932861328125000
USGS	372839105361001	37.477506150000004	-105.603348100000005	F	NAD83	7647.00	0.1	NGVD29	110	1981-06-30	2005-07-26	257	0.922119081020355
USGS	372854105513001	37.488032169999997	-105.857132399999998	S	NAD83	7539.00	5.	NGVD29	12	1949-04-26	2020-01-13	177	0.785888671875000
USGS	372900077130001	37.486535199999999	-77.234975300000002	S	NAD83	132.00	5	NGVD29	395	1950-03-27	1992-06-29	149	5.209212779998779
USGS	372900105560001	37.483337300000002	-105.933912000000007	T	NAD83	7567.00	.5	NGVD29	10.0	1949-04-01	1964-04-01	121	0.449462890625000
USGS	372905075474001	37.489302170000002	-75.784373200000005	T	NAD83	6.00	2.5	NGVD29	220.00	1977-05-26	2020-10-29	221	0.121529303491116
USGS	372905075474002	37.490413259999997	-75.784095399999998	T	NAD83	6.00	2.5	NGVD29	154.00	1977-05-25	2020-10-29	216	0.121529303491116
USGS	372914105555201	37.487226139999997	-105.931689700000007	S	NAD83	7557.00	2.5	NGVD29	33.3	1979-10-02	2020-11-03	477	0.490234404802322
USGS	372916106085801	37.487781769999998	-106.150029000000004	S	NAD83	7657.00	2.5	NGVD29	55.0	1979-11-20	2020-11-03	461	0.100097700953484
USGS	372918105471101	37.488338190000000	-105.786963999999998	F	NAD83	7526.00	10	NGVD29	26.0	1974-09-05	2020-11-02	518	0.879394471645355
USGS	372919105421201	37.488616440000001	-105.704184200000000	F	NAD83	7544.00	5.	NGVD29	nodata	1979-08-03	2020-11-02	475	0.935791015625000
USGS	372920077241001	37.489035999999999	-77.402481800000004	F	NAD83	160.00	5.0	NGVD29	40.0	1978-02-01	2009-11-10	124	2.955302953720093
USGS	372922076470101	37.489302170000002	-75.784373200000005	T	NAD83	6.00	2.5	NGVD29	306.00	1977-05-25	2020-10-29	218	0.121529303491116
USGS	372922100232701	37.489467699999999	-100.391258800000003	T	NAD83	2688.00	1.	NGVD29	204	1959-07-13	2015-01-06	126	11.494810104370117
USGS	372923105383501	37.489727840000000	-105.643626999999995	F	NAD83	7598.00	3	NGVD29	52	1976-08-31	2020-11-02	478	0.935791015625000
USGS	372930106022201	37.491670180000000	-106.040025900000003	F	NAD83	7591.00	10	NGVD29	17.0	1974-09-05	2020-11-03	528	0.100097700953484
USGS	372935105425501	37.504171599999999	-105.710573199999999	F	NAD83	7532.00	5.	NGVD29	14.0	1953-05-04	1975-04-01	66	0.959716796875000
USGS	372936077211101	37.493480140000003	-77.352757600000004	S	NAD83	152.00	5	NGVD29	209	1974-12-02	2020-07-06	167	3.524296045303345
USGS	372944100474902	37.495580140000001	-100.797383300000007	T	NAD83	2895.00	1.	NGVD29	384	1960-10-21	2000-01-08	108	14.715330123901367
USGS	372950105580801	37.497225669999999	-105.969468399999997	S	NAD83	7572	5	NGVD29	nodata	1998-09-16	2020-11-12	156	0.295165985822678
USGS	372953106023001	37.498058950000001	-106.042248200000003	F	NAD83	7592.00	15	NGVD29	6.0	1949-04-29	1969-12-01	122	0.100097700953484
USGS	372957100110901	37.499189000000001	-100.186251900000002	T	NAD83	2558.00	5.	NGVD29	178	1971-06-07	2015-01-05	93	11.429989814758301
USGS	373000098394501	37.500019399999999	-98.662865900000000	T	NAD83	1907.00	1.	NGVD29	215	1966-09-15	2015-01-14	101	4.341735839843750
USGS	373000106070001	37.500003679999999	-106.117250400000003	T	NAD83	7654.00	.5	NGVD29	8.0	1949-04-01	1964-10-01	112	0.100097700953484
USGS	373008076425601	37.502366270000003	-76.715236390000001	M	NAD83	51.00	5	NGVD29	760	1972-12-08	2020-12-10	285	6.012554168701172
USGS	373009101234301	37.502521889999997	-101.395723899999993	T	NAD83	3094.50	1	NGVD29	380.00	1953-10-05	2015-01-06	69	11.472780227661133
USGS	373018101521101	37.505017559999999	-101.870173300000005	T	NAD83	3484.00	1	NGVD29	515	1960-03-01	1992-01-08	71	12.503170013427734
USGS	373024076542201	37.506534199999997	-76.905797899999996	S	NAD83	110.00	5	NGVD29	275	1972-12-07	2020-01-31	122	13.356869697570801
USGS	373024101313601	37.506687100000001	-101.527112599999995	T	NAD83	3154.00	1.	NGVD29	300	1948-08	1997-01-08	62	13.353030204772949
USGS	373042105524001	37.511670440000003	-105.878355099999993	M	NAD83	7545.00	.5	NGVD29	7.0	1949-04-26	1964-10-01	109	0.748291015625000
USGS	373046075482501	37.512912489999998	-75.806596400000004	F	NAD83	7.00	5.0	NGVD29	105.00	1978-08-01	1995-06-05	779	0.225692898035049
USGS	373051105404701	37.513615999999999	-105.680572400000003	1	NAD83	7545	5	NGVD29	nodata	1998-08-24	2020-11-17	206	0.976562500000000
USGS	373054099441601	37.515021400000002	-99.738182300000005	T	NAD83	2475.00	1.	NGVD29	240	1977-02-07	2015-11-02	60	5.085875988006592
USGS	373059075484501	37.516523460000002	-75.812152179999998	F	NAD83	30.00	5.0	NGVD29	135.00	1979-07-01	2020-10-29	208	0.260414093732834
USGS	373059075484502	37.516523460000002	-75.812152179999998	F	NAD83	30.00	5.0	NGVD29	210.00	1979-07-01	2020-10-29	923	0.260414093732834
USGS	373059075484503	37.516102779999997	-75.812227780000001	1	NAD83	30.00	5.0	NGVD29	313.00	1979-07-01	2020-10-29	213	0.225692704319954
USGS	373104105403801	37.517782590000003	-105.679738999999998	T	NAD83	7545.50	0.1	NGVD29	108	1984-11-22	2005-08-25	185	0.990234375000000
USGS	373106105363401	37.518338489999998	-105.610014899999996	F	NAD83	7529.10	0.1	NGVD29	80.0	1980-09-04	2005-07-26	60	0.990234375000000
USGS	373106105363402	37.518338489999998	-105.610014899999996	F	NAD83	7529.10	0.1	NGVD29	166	1980-09-04	2005-07-26	65	0.990234375000000
USGS	373111077104601	37.519867900000001	-77.179140200000006	S	NAD83	115.00	5	NGVD29	305	1965-10-22	2019-11-06	123	6.050364971160889
USGS	373112077163701	37.520145990000003	-77.276643600000000	S	NAD83	158.00	5	NGVD29	595	1973-10-23	1980-05-22	201	4.578968048095703
USGS	373117077210201	37.521535239999999	-77.350257499999998	F	NAD83	160.00	5.0	NGVD29	265.00	1961-02-28	1994-10-19	155	3.593739032745361
USGS	373118096590001	37.521686500000001	-96.983647000000005	T	NAD83	1250.00	5.	NGVD29	126	1963-10-31	1976-12-15	76	4.134064197540283
USGS	373125076251501	37.523747680000000	-76.420502080000006	S	NAD83	30	5	NGVD29	1001	2000-05-18	2020-11-05	76	4.357633113861084
USGS	373125077185001	37.523757199999999	-77.313589500000006	F	NAD83	162.00	5.0	NGVD29	nodata	1988-01-07	2001-09-19	432	4.079833984375000
USGS	373126076454101	37.524033490000001	-76.761071599999994	S	NAD83	15.00	5	NGVD29	1254	1962-03-07	2020-12-10	268	6.981338024139404
USGS	373136101450601	37.526684500000002	-101.752115500000002	T	NAD83	3344.00	1	NGVD29	423	1959-07-01	1997-01-08	69	13.190730094909668
USGS	373140098410701	37.527796960000003	-98.685644600000003	T	NAD83	1917.00	1.	NGVD29	125	1951-08-28	1980-06-23	123	3.436583995819092
USGS	373155105455901	37.531948499999999	-105.766963599999997	F	NAD83	7516.60	0.1	NGVD29	39.0	1981-11-17	2005-08-25	333	0.950927674770355
USGS	373206076481201	37.535144500000001	-76.803017199999999	S	NAD83	5.00	5	NGVD29	446	1977-03-10	1994-08-30	104	7.998758792877197
USGS	373208105425601	37.535555559999999	-105.715555600000002	R	NAD83	7518	5	NGVD29	595	1999-10-28	2020-11-17	191	1.013671994209290
USGS	373211105393701	37.536393500000003	-105.638626799999997	F	NAD83	7550.00	10	NGVD29	72.0	1977-11-29	1987-09-14	278	1.017333984375000
USGS	373214101114301	37.537245300000002	-101.195724900000002	T	NAD83	3036.00	5	NGVD29	376	1979-02-02	2015-01-06	72	11.192199707031250
USGS	373226076481201	37.540699979999999	-76.803017199999999	S	NAD83	25.00	5	NGVD29	600	1978-09-27	2020-12-09	144	7.998758792877197
USGS	373227106030301	37.540833300000003	-106.050833299999994	5	NAD83	7610	5	NGVD29	1500	1999-01-06	2020-11-12	211	0.100097700953484
USGS	373230075541001	37.537910940000003	-75.901599399999995	F	NAD83	22.00	5.0	NGVD29	120.00	1980-02-01	2020-12-08	182	0.329856395721436
USGS	373230075541002	37.537910940000003	-75.901599399999995	F	NAD83	22.00	5.0	NGVD29	225.00	1980-02-01	2020-12-08	180	0.329856395721436
USGS	373230075541003	37.536677779999998	-75.903922199999997	1	NAD83	22.00	5.0	NGVD29	290.00	1980-02-01	2020-12-08	184	0.329856395721436
USGS	373232101460701	37.542239600000002	-101.769060400000001	T	NAD83	3349.00	1.	NGVD29	234	1939-08-24	1970-04-15	154	13.078860282897949
USGS	373236113111401	37.543312000000000	-113.189116799999994	S	NAD83	5507	1	NGVD29	190	1934-08-22	2020-02-26	133	1.408081054687500
USGS	373238076481901	37.544033259999999	-76.804961800000001	S	NAD83	28.00	5	NGVD29	851	1955-11-10	1982-02-11	66	8.039491653442383
USGS	373247100291101	37.546412340000003	-100.486817500000001	T	NAD83	2744.00	1.	NGVD29	151	1959-10-21	1980-07-08	76	11.999019622802734
USGS	373258099152101	37.549463449999998	-99.256223000000006	T	NAD83	2251.00	5	NGVD29	188	1977-09-29	1998-01-13	87	0.749023377895355
USGS	373301077194001	37.550423500000001	-77.327478900000003	S	NAD83	172.00	5	NGVD29	306	1935-12-19	2001-02-21	471	3.874104022979736
USGS	373305105405201	37.551388889999998	-105.681111099999995	R	NAD83	7518	5	NGVD29	593	1999-09-22	2020-11-17	196	3.362549066543579
USGS	373309099384901	37.556409500000001	-99.644846000000001	F	NAD83	2418.00	5.	NGVD29	131	1956-05-05	2015-11-02	175	2.963805913925171
USGS	373320117090601	37.555419080000000	-117.152330000000006	1	NAD83	4756.	5	NGVD29	409	1967-01-18	2020-11-18	63	1.130736947059631
USGS	373338113431502	37.560531490000002	-113.721632900000003	S	NAD83	5365.00	5	NGVD29	152	1950-08-09	2020-03-19	115	1.708251953125000
USGS	373343105381501	37.561948579999999	-105.638071100000005	F	NAD83	7563.00	0.1	NGVD29	124	1982-05-12	2005-06-27	341	1.927245974540710
USGS	373347113102801	37.563033840000003	-113.175227899999996	F	NAD83	5499.00	20	NGVD29	247	1958-09-30	1974-03-14	644	1.539185047149658
